HS2,HS2 ID,HS4,HS4 ID,Section,Section ID,Trade Value,Trade Value Growth,Trade Value Growth Value,Year
"Ores, slag and ash",526,Slag Dross,52619,Mineral Products,5,3744756.0,0.3832738185166866,1037587.0,2022
"Ores, slag and ash",526,"Non-Iron and Steel Slag, Ash and Residues",52620,Mineral Products,5,10011780.0,0.0878067998763097,808142.0,2022
"Ores, slag and ash",526,Other Slag and Ash,52621,Mineral Products,5,153.0,-0.9697389240506328,-4903.0,2022
"Mineral fuels, mineral oils and products of their distillation",527,Coal Briquettes,52701,Mineral Products,5,3527535.0,1087.409441530392,3524294.0,2022
"Mineral fuels, mineral oils and products of their distillation",527,Peat,52703,Mineral Products,5,50427.0,1.1092103061736658,26519.0,2022
"Mineral fuels, mineral oils and products of their distillation",527,Coke,52704,Mineral Products,5,15631.000000000002,-0.3803369672943508,-9593.999999999998,2022
"Mineral fuels, mineral oils and products of their distillation",527,Coal Tar Oil,52707,Mineral Products,5,174.0,-0.9999875601794194,-13987166.0,2022
"Mineral fuels, mineral oils and products of their distillation",527,Crude Petroleum,52709,Mineral Products,5,48664932.0,72095.19555555556,48664257.0,2022
"Mineral fuels, mineral oils and products of their distillation",527,Refined Petroleum,52710,Mineral Products,5,103732460.0,-0.0291771351545986,-3117578.0,2022
"Mineral fuels, mineral oils and products of their distillation",527,Petroleum Gas,52711,Mineral Products,5,8427.0,-0.9948439857513636,-1625975.0,2022
"Mineral fuels, mineral oils and products of their distillation",527,Petroleum Jelly,52712,Mineral Products,5,28435.000000000004,-0.6400632911392405,-50565.0,2022
"Mineral fuels, mineral oils and products of their distillation",527,Petroleum Coke,52713,Mineral Products,5,1673641.0,1.4599199840085602,993277.0,2022
"Mineral fuels, mineral oils and products of their distillation",527,Bitumen and asphalt,52714,Mineral Products,5,100.0,-0.9547920433996384,-2112.0,2022
"Mineral fuels, mineral oils and products of their distillation",527,Asphalt Mixtures,52715,Mineral Products,5,65983.0,-0.1489139407697864,-11545.0,2022
"Mineral fuels, mineral oils and products of their distillation",527,Electricity,52716,Mineral Products,5,67513641.0,5.1063657804366605,56457369.0,2022
Inorganic chemicals,628,Halogens,62801,Chemical Products,6,47447.0,19.62913043478261,45147.0,2022
Inorganic chemicals,628,Sulfur,62802,Chemical Products,6,14107.000000000002,0.3127675414107579,3361.000000000004,2022
Inorganic chemicals,628,Carbon,62803,Chemical Products,6,11685.0,1.369701886027175,6754.0,2022
Inorganic chemicals,628,Hydrogen,62804,Chemical Products,6,210140.0,2.8006872852233675,154850.0,2022
Inorganic chemicals,628,Alkaline Metals,62805,Chemical Products,6,224630.0,2.0236909409072554,150340.0,2022
Inorganic chemicals,628,Hydrochloric Acid,62806,Chemical Products,6,50768.0,0.4586409998563425,15963.0,2022
Inorganic chemicals,628,Sulfuric Acid,62807,Chemical Products,6,103235.0,-0.219448203902948,-29024.0,2022
Inorganic chemicals,628,Nitric Acids,62808,Chemical Products,6,129141.0,4.702848310885405,106496.0,2022
Inorganic chemicals,628,Phosphoric Acid,62809,Chemical Products,6,2333626950.0,0.0161535939803881,37097209.0,2022
Inorganic chemicals,628,Boron,62810,Chemical Products,6,2238.0,10.19,2038.0,2022
Inorganic chemicals,628,Other Inorganic Acids,62811,Chemical Products,6,14381090.0,0.0524088419938138,716163.0,2022
Inorganic chemicals,628,Nonmetal Sulfides,62813,Chemical Products,6,236.00000000000003,,,2022
Inorganic chemicals,628,Ammonia,62814,Chemical Products,6,6358.0,0.796045197740113,2818.0,2022
Inorganic chemicals,628,Sodium or Potassium Peroxides,62815,Chemical Products,6,250971.0,1.393277070519239,146106.0,2022
Inorganic chemicals,628,Magnesium Hydroxide and Peroxide,62816,Chemical Products,6,19.0,,,2022
Inorganic chemicals,628,Zinc Oxide and Peroxide,62817,Chemical Products,6,2.0,-0.9997125197642662,-6955.0,2022
Inorganic chemicals,628,Aluminium Oxide,62818,Chemical Products,6,179399.0,-0.7033074621731443,-425264.0,2022
Inorganic chemicals,628,Chromium Oxides and Hydroxides,62819,Chemical Products,6,238.00000000000003,-0.7627118644067796,-764.9999999999999,2022
Inorganic chemicals,628,Manganese Oxides,62820,Chemical Products,6,15260301.0,0.5257684307141328,5258586.000000002,2022
Inorganic chemicals,628,Iron Oxides and Hydroxides,62821,Chemical Products,6,940113.0,0.43117485332221,283231.0,2022
Inorganic chemicals,628,Titanium Oxides,62823,Chemical Products,6,62344.0,0.9980130115694004,31141.0,2022
Inorganic chemicals,628,Inorganic Salts,62825,Chemical Products,6,13593.0,-0.6445252229399304,-24646.0,2022
Inorganic chemicals,628,Fluorides,62826,Chemical Products,6,14744.0,0.8760656572082962,6885.0,2022
Inorganic chemicals,628,Chlorides,62827,Chemical Products,6,830968.0,2.8706924660660884,616286.0,2022
Inorganic chemicals,628,Hypochlorites,62828,Chemical Products,6,383310.0,0.1365988322960002,46067.0,2022
Inorganic chemicals,628,Chlorates and Perchlorates,62829,Chemical Products,6,3637.0,,,2022
Inorganic chemicals,628,Sulfites,62832,Chemical Products,6,51831.0,1.5345232273838632,31381.0,2022
Inorganic chemicals,628,Sulfates,62833,Chemical Products,6,1115813.0,-0.204478906959053,-286806.0,2022
Inorganic chemicals,628,Nitrites and Nitrates,62834,Chemical Products,6,167662.0,-0.2434127696827209,-53941.0,2022
Inorganic chemicals,628,Phosphinates (hypophosphites) and phosphonates (phosphites),62835,Chemical Products,6,123773037.0,0.525672247862099,42646152.0,2022
Inorganic chemicals,628,Carbonates,62836,Chemical Products,6,561192.0,-0.2322387700322595,-169754.0,2022
Inorganic chemicals,628,Silicates,62839,Chemical Products,6,18831.0,-0.1529776898164807,-3401.0,2022
Inorganic chemicals,628,Borates,62840,Chemical Products,6,37763.0,1.9255500464828013,24855.0,2022
Inorganic chemicals,628,Oxometallic or Peroxometallic Acid Salts,62841,Chemical Products,6,1860.0,-0.9942875920972216,-323747.0,2022
Inorganic chemicals,628,Other Inorganic Acids Salts,62842,Chemical Products,6,303618.0,0.9216693987860528,145621.0,2022
Inorganic chemicals,628,Precious Metal Compounds,62843,Chemical Products,6,1310.0,0.0808580858085808,98.0,2022
Inorganic chemicals,628,Radioactive Chemicals,62844,Chemical Products,6,6601.0,-0.7330124575311439,-18123.0,2022
Inorganic chemicals,628,Other Isotopes,62845,Chemical Products,6,10.0,,,2022
Inorganic chemicals,628,Hydrogen peroxide,62847,Chemical Products,6,117073.0,-0.1644744824042421,-23046.0,2022
Inorganic chemicals,628,Carbides,62849,Chemical Products,6,2601.0,,,2022
Inorganic chemicals,628,"Compounds, inorganic or organic, of mercury, excluding amalgams",62852,Chemical Products,6,1405.0,-0.9563556163021868,-30787.0,2022
Inorganic chemicals,628,Other inorganic compounds,62853,Chemical Products,6,273182.0,122.2214704555706,270965.0,2022
Organic chemicals,629,Acyclic Hydrocarbons,62901,Chemical Products,6,928.0,-0.8738959097703493,-6430.999999999999,2022
Organic chemicals,629,Cyclic Hydrocarbons,62902,Chemical Products,6,43343.0,-0.1658551606012202,-8618.000000000007,2022
Organic chemicals,629,Halogenated Hydrocarbons,62903,Chemical Products,6,162214.0,-0.4924102798386617,-157363.0,2022
Organic chemicals,629,"Sulfonated, Nitrated or Nitrosated Hydrocarbons",62904,Chemical Products,6,1993.0,-0.98800560901776,-164168.0,2022
Organic chemicals,629,Acyclic Alcohols,62905,Chemical Products,6,100212.0,0.5280645308854699,34631.0,2022
Organic chemicals,629,Phenols,62907,Chemical Products,6,336.0,1.0363636363636364,171.0,2022
Organic chemicals,629,Ethers,62909,Chemical Products,6,33652.0,11.632132132132131,30988.0,2022
Organic chemicals,629,Epoxides,62910,Chemical Products,6,28.0,-0.983852364475202,-1706.0,2022
Organic chemicals,629,Aldehydes,62912,Chemical Products,6,482296.0,0.4977764527589379,160288.00000000006,2022
Organic chemicals,629,Ketones and Quinones,62914,Chemical Products,6,71864.0,-0.0259822989658584,-1917.0,2022
Organic chemicals,629,Saturated Acyclic Monocarboxylic Acids,62915,Chemical Products,6,33313.0,-0.7902745512808406,-125528.0,2022
Organic chemicals,629,Unsaturated Acyclic Monocarboxylic Acids,62916,Chemical Products,6,239213.0,-0.0051569329557127,-1240.0,2022
Organic chemicals,629,Polycarboxylic Acids,62917,Chemical Products,6,13744.0,-0.8604641718613576,-84754.0,2022
Organic chemicals,629,Carboxylic Acids,62918,Chemical Products,6,23847.0,-0.7685161816381603,-79171.0,2022
Organic chemicals,629,Phosphoric Esters and Salts,62919,Chemical Products,6,40.0,2.333333333333333,28.0,2022
Organic chemicals,629,Amine Compounds,62921,Chemical Products,6,202.00000000000003,-0.9899687143069972,-19935.0,2022
Organic chemicals,629,Oxygen Amino Compounds,62922,Chemical Products,6,256558.0,1.143861085810263,136886.99999999997,2022
Organic chemicals,629,Quaternary Ammonium Salts and Hydroxides,62923,Chemical Products,6,20801.0,-0.6402269228773544,-37016.0,2022
Organic chemicals,629,Carboxyamide Compounds,62924,Chemical Products,6,1549.0,-0.2156962025316455,-426.0,2022
Organic chemicals,629,Carboxyimide Compounds,62925,Chemical Products,6,13.000000000000002,-0.9897070467141726,-1250.0,2022
Organic chemicals,629,Nitrile Compounds,62926,Chemical Products,6,338.0,0.1859649122807017,53.0,2022
Organic chemicals,629,"Diazo, Azo or Aoxy Compounds",62927,Chemical Products,6,23.0,-0.9995942131263232,-56657.0,2022
Organic chemicals,629,Hydrazine or Hydroxylamine Derivatives,62928,Chemical Products,6,898.0,-0.844770959377701,-4887.0,2022
Organic chemicals,629,Other Nitrogen Compounds,62929,Chemical Products,6,1961858.0,-0.4974510831071657,-1941957.0,2022
Organic chemicals,629,Organo-Sulfur Compounds,62930,Chemical Products,6,3937.0,-0.9875418094596176,-312080.0,2022
Organic chemicals,629,Other Organo-Inorganic Compounds,62931,Chemical Products,6,52788.0,1.5542168674698795,32121.0,2022
Organic chemicals,629,Oxygen Heterocyclic Compounds,62932,Chemical Products,6,539012.0,0.2364532245706919,103078.0,2022
Organic chemicals,629,Nitrogen Heterocyclic Compounds,62933,Chemical Products,6,164563.0,0.0941252343656503,14157.0,2022
Organic chemicals,629,Nucleic Acids,62934,Chemical Products,6,39.0,-0.9955641492265696,-8753.0,2022
Organic chemicals,629,Vitamins,62936,Chemical Products,6,79062.0,-0.6869439197937826,-173487.0,2022
Organic chemicals,629,Hormones,62937,Chemical Products,6,1288.0,-0.9000465621604843,-11598.0,2022
Organic chemicals,629,Glycosides,62938,Chemical Products,6,11394165.0,-0.1450088041657293,-1932481.0,2022
Organic chemicals,629,Chemically Pure Sugars,62940,Chemical Products,6,52971.0,1.073553589603069,27425.0,2022
Organic chemicals,629,Antibiotics,62941,Chemical Products,6,112327.0,0.4782980627500526,36343.0,2022
Organic chemicals,629,Other Organic Compounds,62942,Chemical Products,6,11673.0,0.7456258411843876,4986.0,2022
Pharmaceutical products,630,Glands and Other Organs,63001,Chemical Products,6,1014.0,-0.914890045324828,-10900.0,2022
Pharmaceutical products,630,"Vaccines, blood, antisera, toxins and cultures",63002,Chemical Products,6,9493467.0,-0.4222626375732938,-6938683.0,2022
Pharmaceutical products,630,Unpackaged Medicaments,63003,Chemical Products,6,719334.0,-0.190158065387733,-168906.0,2022
Pharmaceutical products,630,Packaged Medicaments,63004,Chemical Products,6,77637042.0,-0.1596020375685841,-14744241.0,2022
Pharmaceutical products,630,Bandages,63005,Chemical Products,6,8265643.0,0.2417177186019329,1609022.999999999,2022
Pharmaceutical products,630,Special Pharmaceuticals,63006,Chemical Products,6,179453.0,-0.6488618775449506,-331608.0,2022
Fertilizers,631,Animal or Vegetable Fertilizers,63101,Chemical Products,6,37197.0,-0.4239185987083585,-27372.0,2022
Fertilizers,631,Nitrogenous Fertilizers,63102,Chemical Products,6,8942375.0,-0.5350904879665908,-10292282.0,2022
Fertilizers,631,Phosphatic Fertilizers,63103,Chemical Products,6,859503703.0,0.4596813017414033,270674003.0,2022
Fertilizers,631,Potassic Fertilizers,63104,Chemical Products,6,12503556.0,-0.4530464087179729,-10356804.0,2022
Fertilizers,631,Mixed Mineral or Chemical Fertilizers,63105,Chemical Products,6,7302000557.0,0.3475097824676906,1883115550.0,2022
"Paints, dyes, & varnishes",632,Vegetable Tanning Extracts,63201,Chemical Products,6,15639.0,3.3966825976946864,12082.0,2022
"Paints, dyes, & varnishes",632,Synthetic Tanning Extracts,63202,Chemical Products,6,4673.999999999999,-0.5499711149624495,-5712.000000000001,2022
"Paints, dyes, & varnishes",632,Vegetable or Animal Dyes,63203,Chemical Products,6,133275.0,-0.4889546721679212,-127514.0,2022
"Paints, dyes, & varnishes",632,Synthetic Coloring Matter,63204,Chemical Products,6,4725466.0,-0.2938621527713438,-1966522.0,2022
"Paints, dyes, & varnishes",632,Lake Pigments,63205,Chemical Products,6,22822.0,1.7509643201542913,14526.0,2022
"Paints, dyes, & varnishes",632,Other Coloring Matter,63206,Chemical Products,6,1186612.0,-0.0392155751409867,-48433.0,2022
"Paints, dyes, & varnishes",632,Prepared Pigments,63207,Chemical Products,6,70912.0,0.466851457294748,22569.0,2022
"Paints, dyes, & varnishes",632,Nonaqueous Paints,63208,Chemical Products,6,12655356.0,-0.0146402969870798,-188031.0,2022
"Paints, dyes, & varnishes",632,Aqueous Paints,63209,Chemical Products,6,4753393.0,-0.1360591596966115,-748596.0,2022
"Paints, dyes, & varnishes",632,Other Paints,63210,Chemical Products,6,96075.0,-0.326422872526887,-46559.0,2022
"Paints, dyes, & varnishes",632,Prepared Paint Driers,63211,Chemical Products,6,16735.0,0.271270130659374,3571.0,2022
"Paints, dyes, & varnishes",632,Nonaqueous Pigments,63212,Chemical Products,6,599439.0,-0.2952866987846426,-251175.0,2022
"Paints, dyes, & varnishes",632,Artistry Paints,63213,Chemical Products,6,21062.0,0.1614646520348516,2928.0,2022
"Paints, dyes, & varnishes",632,Glaziers Putty,63214,Chemical Products,6,3036200.0,-0.0628809881694974,-203730.0,2022
"Paints, dyes, & varnishes",632,Ink,63215,Chemical Products,6,368957.0,-0.3190765675982932,-172891.0,2022
Perfumery & cosmetics,633,Essential Oils,63301,Chemical Products,6,33801471.0,-0.2364920541255689,-10469805.0,2022
Perfumery & cosmetics,633,Scented Mixtures,63302,Chemical Products,6,22356923.000000004,0.6632376639185995,8915114.000000006,2022
Perfumery & cosmetics,633,Perfumes,63303,Chemical Products,6,10822492.0,0.2855929851770336,2404204.0,2022
Perfumery & cosmetics,633,Beauty Products,63304,Chemical Products,6,14822338.0,0.2198989273166852,2671874.0,2022
Perfumery & cosmetics,633,Hair Products,63305,Chemical Products,6,11467165.0,0.027359975502113,305386.0,2022
Perfumery & cosmetics,633,Dental Products,63306,Chemical Products,6,439807.0,-0.5582958808080707,-555898.0,2022
Perfumery & cosmetics,633,Shaving Products,63307,Chemical Products,6,9535781.0,0.0654521767354917,585796.0,2022
"Soap, cleaners, candles, dental, modelling pastes",634,Soap,63401,Chemical Products,6,10498931.0,-0.3505913220641002,-5667978.0,2022
"Soap, cleaners, candles, dental, modelling pastes",634,Cleaning Products,63402,Chemical Products,6,17026806.0,0.4290069132259718,5111674.0,2022
"Soap, cleaners, candles, dental, modelling pastes",634,Lubricating Products,63403,Chemical Products,6,1164509.0,0.3014967376216267,269763.0,2022
"Soap, cleaners, candles, dental, modelling pastes",634,Waxes,63404,Chemical Products,6,177597.0,3.659748642195576,139484.0,2022
"Soap, cleaners, candles, dental, modelling pastes",634,Polishes and Creams,63405,Chemical Products,6,128362.0,-0.3126532797858099,-58388.0,2022
"Soap, cleaners, candles, dental, modelling pastes",634,Candles,63406,Chemical Products,6,1428429.0,1.3333632811479053,816253.0,2022
"Soap, cleaners, candles, dental, modelling pastes",634,Pastes and Waxes,63407,Chemical Products,6,72749.0,-0.3886844139692783,-46255.0,2022
"Glues, starches, & albuminoid products",635,Gelatin,63503,Chemical Products,6,23799.000000000004,-0.6839903865305201,-51512.0,2022
"Glues, starches, & albuminoid products",635,Peptones,63504,Chemical Products,6,6388.999999999999,56.04464285714285,6276.999999999999,2022
"Glues, starches, & albuminoid products",635,Dextrins,63505,Chemical Products,6,371661.0,0.1875101845195303,58686.0,2022
"Glues, starches, & albuminoid products",635,Glues,63506,Chemical Products,6,1384852.0,-0.210131023893666,-368416.0,2022
"Glues, starches, & albuminoid products",635,Enzymes,63507,Chemical Products,6,139436.0,-0.3826359156457404,-86421.0,2022
"Explosives, matches, & fireworks",636,Prepared Explosives,63602,Chemical Products,6,1080440.0,-0.2419906480094572,-344925.0,2022
"Explosives, matches, & fireworks",636,Detonating Fuses,63603,Chemical Products,6,348654.0,-0.3592626965239044,-195491.0,2022
"Explosives, matches, & fireworks",636,Matches,63605,Chemical Products,6,13958.0,,,2022
"Explosives, matches, & fireworks",636,Pyrophoric Alloys,63606,Chemical Products,6,3779.0,14.680497925311204,3538.0,2022
Photo & movie goods,637,Photographic Plates,63701,Chemical Products,6,83242.0,0.1069120502114305,8040.0,2022
Photo & movie goods,637,Photographic Film,63702,Chemical Products,6,6784.0,6.63963963963964,5896.0,2022
Photo & movie goods,637,Undeveloped Exposed Photographic Material,63704,Chemical Products,6,1740.9999999999998,3.655080213903743,1366.9999999999998,2022
Photo & movie goods,637,Developed Exposed Photographic Material,63705,Chemical Products,6,3262.0,,,2022
Photo & movie goods,637,"Motion-picture film, exposed and developed",63706,Chemical Products,6,1283.0000000000002,3.615107913669066,1005.0000000000002,2022
Photo & movie goods,637,Photographic Chemicals,63707,Chemical Products,6,187151.0,14.602417674030846,175156.0,2022
Chemical products n.e.s.,638,Artificial Graphite,63801,Chemical Products,6,50790.0,2.4426896224496715,36037.0,2022
Chemical products n.e.s.,638,Activated Carbon,63802,Chemical Products,6,820236.0,0.6734523998971735,330090.0,2022
Chemical products n.e.s.,638,"Wood Tar, Oils and Pitch",63807,Chemical Products,6,76708.0,-0.5026582639591276,-77528.0,2022
